tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,38.1127941196,69.1374396623,0.0,0.0,0.0,0.0
yellow,38.538299807399994,-2.9634782259500003,0.0,0.0,0.0,0.0
yellow,40.42106591220001,72.8009705649,0.0,0.0,0.0,0.0
yellow,42.54937343500001,-3.0192479368100003,0.0,0.0,0.0,0.0
yellow,43.961782881800005,74.7137321165,0.0,0.0,0.0,0.0
yellow,46.5604470625,-3.07501764767,0.0,0.0,0.0,0.0
big_orange,1.4866566371999994,3.2326958639,0.0,0.0,0.0,0.0
big_orange,2.1866566372000023,3.2326958639,0.0,0.0,0.0,0.0
big_orange,3.4866566371999994,-2.76730413606,0.0,0.0,0.0,0.0
big_orange,4.186656637200002,-2.76730413606,0.0,0.0,0.0,0.0
